label,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,Right,0.3536636233329773,0.6168655753135681,-1.0463136135285822e-07,0.5796038508415222,0.6547819375991821,0.025120429694652557,0.7377278804779053,0.5956718325614929,0.035702843219041824,0.8252295851707458,0.5105495452880859,0.04662633314728737,0.8023368120193481,0.4408445358276367,0.058786116540431976,0.6818457841873169,0.43303027749061584,-0.012849204242229462,0.7574443221092224,0.39459624886512756,0.008576571941375732,0.7277677655220032,0.4556814432144165,0.02174859307706356,0.6960551738739014,0.4983731508255005,0.027047980576753616,0.5723295211791992,0.36824971437454224,-0.019241254776716232,0.6544020175933838,0.3735365867614746,0.0315789170563221,0.6420772075653076,0.4304502606391907,0.05152295529842377,0.615100622177124,0.46754151582717896,0.0472324900329113,0.47163623571395874,0.3450717329978943,-0.01727653481066227,0.5517462491989136,0.36696550250053406,0.04113955795764923,0.5504807829856873,0.41320204734802246,0.05916571617126465,0.5236932039260864,0.4449140727519989,0.048694223165512085,0.38676977157592773,0.3405107259750366,-0.013607993721961975,0.45801863074302673,0.36808305978775024,0.03813888505101204,0.45520490407943726,0.4055645763874054,0.06699705123901367,0.4340353012084961,0.4311291575431824,0.07542943954467773
A,Left,0.6092270612716675,0.6021818518638611,-1.2672768434640602e-06,0.4103628993034363,0.6111406087875366,-0.006461071781814098,0.2542808949947357,0.5406967401504517,-0.009944509714841843,0.1837788224220276,0.44089946150779724,-0.009786032140254974,0.2249159812927246,0.37389859557151794,-0.004629672504961491,0.317421019077301,0.4005601108074188,-0.028137406334280968,0.24780085682868958,0.36076587438583374,-0.02014312893152237,0.277017205953598,0.4258648753166199,-0.01005487609654665,0.3019108176231384,0.4676116704940796,-0.006894418504089117,0.42007049918174744,0.3498789072036743,-0.029461584985256195,0.35232052206993103,0.3426823318004608,-0.010315212421119213,0.3659241795539856,0.3983979821205139,0.004549477715045214,0.38937216997146606,0.43436431884765625,0.0054878368973731995,0.5198674201965332,0.33606356382369995,-0.026711126789450645,0.4605116546154022,0.35117343068122864,-0.009607639163732529,0.4657834768295288,0.39687326550483704,0.010646292008459568,0.4899303913116455,0.4293268024921417,0.014756505377590656,0.6151661276817322,0.3417034149169922,-0.023350169882178307,0.5678658485412598,0.35507693886756897,-0.003211742965504527,0.570927083492279,0.39948228001594543,0.025035975500941277,0.586434006690979,0.4259999394416809,0.04092694818973541
A,Left,0.5618239641189575,0.6037135720252991,-1.0167539130634395e-06,0.36177706718444824,0.6134737730026245,-0.00795141700655222,0.21349741518497467,0.5382243394851685,-0.014394991099834442,0.1496303379535675,0.43905144929885864,-0.014838880859315395,0.19446510076522827,0.3843047618865967,-0.010286394506692886,0.2770062983036041,0.4108916223049164,-0.0390237420797348,0.2196158766746521,0.3626060485839844,-0.02157052978873253,0.24564874172210693,0.4099695086479187,-0.005230185575783253,0.2615002989768982,0.4581325352191925,0.000632469542324543,0.3789929747581482,0.3572874963283539,-0.0369776226580143,0.31953123211860657,0.3482929766178131,-0.007533725816756487,0.33127349615097046,0.3855992555618286,0.008657630532979965,0.3471425771713257,0.42385685443878174,0.007252031471580267,0.47855496406555176,0.34274837374687195,-0.028602248057723045,0.42046117782592773,0.34888482093811035,-0.0025344728492200375,0.4223524332046509,0.3823544681072235,0.018516946583986282,0.4421404004096985,0.42001575231552124,0.020561274141073227,0.5743144750595093,0.3469010591506958,-0.01921095699071884,0.5219190716743469,0.34706687927246094,0.0047114198096096516,0.5209104418754578,0.3820461332798004,0.034371744841337204,0.5331001877784729,0.4112602174282074,0.05049598962068558
A,Left,0.5105017423629761,0.7756288051605225,-1.3734154435951496e-06,0.6850194931030273,0.7216923832893372,-0.05535801872611046,0.8011499047279358,0.6176970601081848,-0.07550972700119019,0.7978135347366333,0.4961698055267334,-0.09242009371519089,0.7578358054161072,0.4136999249458313,-0.09706977009773254,0.6773993372917175,0.4907054901123047,-0.04871813952922821,0.6749456524848938,0.3946566879749298,-0.11930348724126816,0.6698176264762878,0.5196641087532043,-0.14669005572795868,0.6671839356422424,0.5671262145042419,-0.15763792395591736,0.5612832903862,0.4935770630836487,-0.04792417585849762,0.5639197826385498,0.4070708453655243,-0.13055533170700073,0.5757968425750732,0.5493200421333313,-0.14468714594841003,0.5764086246490479,0.5745300054550171,-0.14314839243888855,0.4584827125072479,0.5076133012771606,-0.05631522089242935,0.46868476271629333,0.42198315262794495,-0.14042623341083527,0.49021852016448975,0.555604100227356,-0.11204029619693756,0.49141237139701843,0.5791127681732178,-0.07833357155323029,0.351785272359848,0.5307604074478149,-0.06840205192565918,0.3688354194164276,0.45941078662872314,-0.11475228518247604,0.40545177459716797,0.5515134930610657,-0.08583340048789978,0.41347482800483704,0.5836649537086487,-0.057152245193719864
A,Right,0.518268346786499,0.8306736946105957,-1.7165041299449513e-06,0.3542354702949524,0.7548530697822571,-0.05494626984000206,0.24790820479393005,0.6325720548629761,-0.08167123049497604,0.24678213894367218,0.5075245499610901,-0.10913281887769699,0.2909200191497803,0.4174595773220062,-0.12273712456226349,0.3744850158691406,0.505620002746582,-0.024507882073521614,0.37283554673194885,0.4156925678253174,-0.10540967434644699,0.3764074146747589,0.5344197750091553,-0.13874749839305878,0.38235214352607727,0.5841088891029358,-0.1506325602531433,0.49234119057655334,0.5145308971405029,-0.03399486839771271,0.47967737913131714,0.4298648238182068,-0.12083423882722855,0.4689195454120636,0.565680742263794,-0.133798286318779,0.47382670640945435,0.594713568687439,-0.1238284558057785,0.602628231048584,0.5363503694534302,-0.05739959701895714,0.5895551443099976,0.4581078886985779,-0.14458636939525604,0.5612313151359558,0.5897733569145203,-0.11246901005506516,0.5579646229743958,0.607694685459137,-0.07007189095020294,0.7111315727233887,0.573388934135437,-0.08578533679246902,0.6925334334373474,0.5019392967224121,-0.12646985054016113,0.6567347049713135,0.5942241549491882,-0.09010083228349686,0.6520429253578186,0.6199192404747009,-0.05286097899079323
A,Right,0.5108087062835693,0.7635144591331482,-1.8154029248762527e-06,0.3470051884651184,0.6827074289321899,-0.04814274609088898,0.24751149117946625,0.5616651773452759,-0.07166944444179535,0.25419288873672485,0.43646949529647827,-0.09817679971456528,0.3108469843864441,0.35408908128738403,-0.11269156634807587,0.37963294982910156,0.44112884998321533,-0.014231419190764427,0.38242292404174805,0.35531285405158997,-0.08935489505529404,0.3828081786632538,0.47373056411743164,-0.12215045094490051,0.38681599497795105,0.5194166898727417,-0.13500885665416718,0.4942910075187683,0.4515339434146881,-0.02550123818218708,0.4862690269947052,0.3715623915195465,-0.10706943273544312,0.4723726212978363,0.5037700533866882,-0.1208471953868866,0.478015661239624,0.5326558351516724,-0.1132740005850792,0.6010034680366516,0.47365453839302063,-0.049538739025592804,0.591727614402771,0.3942190408706665,-0.13070081174373627,0.5628795623779297,0.5227020978927612,-0.0991978794336319,0.561286211013794,0.5433700680732727,-0.05887458473443985,0.7081105709075928,0.5110025405883789,-0.07818308472633362,0.6905887126922607,0.4368782639503479,-0.11382235586643219,0.6546674370765686,0.5283377170562744,-0.07575298845767975,0.6498911380767822,0.5564731359481812,-0.03846694901585579
A,Right,0.606088399887085,0.7393739223480225,-1.6720593976060627e-06,0.4600004553794861,0.6833503246307373,-0.0916658565402031,0.35511547327041626,0.5744556188583374,-0.14534254372119904,0.3189709782600403,0.48457255959510803,-0.188847616314888,0.3509626090526581,0.4098367989063263,-0.21758972108364105,0.5139907598495483,0.4259718358516693,-0.11662033945322037,0.40651437640190125,0.44228604435920715,-0.18891267478466034,0.4142266809940338,0.5586521625518799,-0.2084614485502243,0.45669519901275635,0.5721665024757385,-0.22001589834690094,0.62550288438797,0.42697131633758545,-0.1090070977807045,0.4951065182685852,0.487875759601593,-0.1892467737197876,0.49766260385513306,0.606320858001709,-0.19053004682064056,0.543824315071106,0.605329155921936,-0.18352873623371124,0.7170054316520691,0.468355655670166,-0.11196121573448181,0.5923022031784058,0.5443009734153748,-0.1947118639945984,0.5825456976890564,0.6459688544273376,-0.16575613617897034,0.6257193088531494,0.6371933221817017,-0.13675251603126526,0.7959560751914978,0.5228142738342285,-0.12433416396379471,0.7007057070732117,0.591956615447998,-0.1764482706785202,0.6685199737548828,0.6580886840820312,-0.16426409780979156,0.6893249750137329,0.6494861841201782,-0.1484481394290924
A,Right,0.6583055257797241,0.8092297911643982,-1.4417311149372836e-06,0.5194275379180908,0.7453432083129883,-0.09895853698253632,0.3991689682006836,0.6365755200386047,-0.15931329131126404,0.3445158302783966,0.5476003289222717,-0.20845675468444824,0.36734163761138916,0.4727991223335266,-0.24202139675617218,0.5543990135192871,0.4740699529647827,-0.12365277111530304,0.43951404094696045,0.4961129426956177,-0.20203936100006104,0.4535819888114929,0.6155553460121155,-0.22772714495658875,0.5018958449363708,0.6490778923034668,-0.24136795103549957,0.6702011227607727,0.478151798248291,-0.11253760010004044,0.5288379788398743,0.5460593104362488,-0.194743350148201,0.534928023815155,0.672105610370636,-0.19987250864505768,0.583708643913269,0.686557412147522,-0.19558782875537872,0.7641966342926025,0.5196298360824585,-0.1131022647023201,0.6289543509483337,0.6026100516319275,-0.1970585286617279,0.6192569136619568,0.7096200585365295,-0.17408844828605652,0.6612588167190552,0.7152224779129028,-0.14894303679466248,0.8449447751045227,0.5798962116241455,-0.12391965091228485,0.742420494556427,0.651478111743927,-0.17718438804149628,0.705479621887207,0.7209683656692505,-0.16826529800891876,0.7200580835342407,0.7213919758796692,-0.15403978526592255
A,Left,0.3855475187301636,0.7334784269332886,-1.4834648709438625e-06,0.5290352702140808,0.6829351782798767,-0.0653592050075531,0.6492500305175781,0.5944772958755493,-0.10638526827096939,0.7011846303939819,0.5218387842178345,-0.1457512080669403,0.7010418176651001,0.45350760221481323,-0.1761993169784546,0.5012370347976685,0.4287745952606201,-0.07710712403059006,0.6080377697944641,0.46439263224601746,-0.15656885504722595,0.5986121296882629,0.5654956102371216,-0.19925996661186218,0.5620395541191101,0.5753231048583984,-0.22631460428237915,0.39383453130722046,0.4246503412723541,-0.08216821402311325,0.5112165212631226,0.5022871494293213,-0.15485036373138428,0.5076253414154053,0.6189647316932678,-0.17098399996757507,0.4748205244541168,0.6160991191864014,-0.17834530770778656,0.30422911047935486,0.4598933160305023,-0.09679531306028366,0.4110456109046936,0.5485532283782959,-0.1648254245519638,0.4139707684516907,0.6490693688392639,-0.1502905786037445,0.38127461075782776,0.6406302452087402,-0.13609646260738373,0.22315794229507446,0.5137300491333008,-0.11946926265954971,0.3100759983062744,0.5980980396270752,-0.16013601422309875,0.3314097225666046,0.667564868927002,-0.15081541240215302,0.3135545253753662,0.6616137027740479,-0.14078237116336823
A,Right,0.5815287828445435,0.7322205305099487,-1.384027882522787e-06,0.4640386402606964,0.6805640459060669,-0.0451585091650486,0.38651394844055176,0.5933535695075989,-0.06934649497270584,0.38945573568344116,0.502350389957428,-0.0916375145316124,0.43042483925819397,0.4398404657840729,-0.10285201668739319,0.49231427907943726,0.5127722024917603,-0.03475109487771988,0.49040892720222473,0.4573424160480499,-0.08638019114732742,0.4869115948677063,0.5432120561599731,-0.10195250809192657,0.49433690309524536,0.5646010637283325,-0.10852265357971191,0.5735623240470886,0.523254930973053,-0.0380999781191349,0.5613569021224976,0.4719657003879547,-0.09707392752170563,0.5491023659706116,0.5669084191322327,-0.09880498051643372,0.5600857734680176,0.5750106573104858,-0.09032291173934937,0.6481977701187134,0.5419596433639526,-0.05052264407277107,0.6370155811309814,0.48822784423828125,-0.10990769416093826,0.614052414894104,0.5783779621124268,-0.07962001860141754,0.6228998899459839,0.5824729204177856,-0.04841192066669464,0.7202382683753967,0.5699493288993835,-0.06733327358961105,0.7056715488433838,0.5257284641265869,-0.09573008865118027,0.6735172867774963,0.5882396101951599,-0.06937409937381744,0.6722961664199829,0.6016034483909607,-0.04522382467985153
