label,handedness,nx1,ny1,rz1,nx2,ny2,rz2,nx3,ny3,rz3,nx4,ny4,rz4,nx5,ny5,rz5,nx6,ny6,rz6,nx7,ny7,rz7,nx8,ny8,rz8,nx9,ny9,rz9,nx10,ny10,rz10,nx11,ny11,rz11,nx12,ny12,rz12,nx13,ny13,rz13,nx14,ny14,rz14,nx15,ny15,rz15,nx16,ny16,rz16,nx17,ny17,rz17,nx18,ny18,rz18,nx19,ny19,rz19,nx20,ny20,rz20
A,Left,0.5669747524068516,0.9999967991714003,-0.003524372,0.20396172214477168,0.8043937185236719,-0.01137982,0.0,0.49259148855567914,-0.014119566,0.08808668593568693,0.26043748355554297,-0.010709658,0.29316691611633955,0.30547563539992634,-0.047037801000000004,0.17105909653182955,0.16939170969964665,-0.025426111999999997,0.2321395046884266,0.35586299599611876,-0.00031373500000000004,0.2871349684086593,0.4963785553151659,0.010000558,0.5281702532873994,0.10566681321020248,-0.048181949,0.41532157848634027,0.09384935081898628,-0.018531648999999997,0.44637894023667996,0.24805949526076193,0.002253467,0.5083554486596776,0.3671324317194523,0.004052528,0.7672794227677654,0.020629692416727897,-0.040937091,0.6700918185418739,0.06641009080677125,-0.011422657000000001,0.6822765261630931,0.2029764133853236,0.012548499,0.7409002633246096,0.32979003847917726,0.015387166,0.9999977799627731,0.0,-0.032654779,0.9209815090057907,0.035213432515360604,-0.004809015,0.9220664389786126,0.17474282614530148,0.023737453000000002,0.951205624183702,0.2745012394456558,0.038493969999999995
A,Left,0.5252439017204142,0.999996364668071,-0.006459802,0.1634306540520827,0.7439095184786558,-0.00994324,0.0,0.3811132873217855,-0.009784762,0.09535993078124834,0.13754289987047147,-0.004628403,0.30979559515458915,0.2344663566298067,-0.028136136,0.14840929647267717,0.08980109626706125,-0.020141858999999998,0.21613563164134544,0.3264575731589193,-0.010053606000000001,0.27384144251698844,0.4782210299626057,-0.0068931489999999995,0.5477470615534024,0.0502233575202268,-0.029460314999999997,0.39069603337833647,0.024061418642116632,-0.010313942000000001,0.42223063413313755,0.22660630004113924,0.004550748,0.4765853527795907,0.35735587331224494,0.005489107,0.779086019081843,0.0,-0.026709857,0.6414935897682864,0.05492938195049336,-0.009606369,0.6537141852890189,0.22106345128343494,0.010647562,0.7096890776635935,0.3390428269184479,0.014757774999999999,0.9999976819028563,0.02050273041601713,-0.0233489,0.8903510402528159,0.0691199292186332,-0.003210473,0.8974472780446671,0.23054808318126604,0.025037246000000003,0.9333938342779279,0.3269485756305997,0.040928217999999995
A,Left,0.499538859538661,0.9999963062338816,-0.007950397000000001,0.15038689004084443,0.7220424964910791,-0.014393971,0.0,0.3557210355389094,-0.014837861,0.10557177328294398,0.15349957800014913,-0.010285375000000001,0.2999303458081698,0.2517052206644982,-0.039022722,0.16479394474311435,0.07334960710647195,-0.02156951,0.22609315851804807,0.24829915090770288,-0.005229166,0.2634185923959001,0.42620210450920964,0.00063349,0.5400769111446441,0.05370411623581622,-0.036976603000000004,0.40006319787923256,0.020480466701734475,-0.007532706,0.4277125384776534,0.15828113607790417,0.008658651,0.4650792358669242,0.299595755344125,0.007253051,0.7745140984295856,0.0,-0.028601228,0.6377214938887772,0.022666600016350784,-0.002533453,0.6421748049072884,0.1462956481019052,0.018517967,0.6887692469444722,0.2854076229189603,0.020562294000000002,0.999997645314345,0.015339047153654155,-0.019209937,0.8766229414805257,0.015951547451417816,0.00471244,0.8742479348882889,0.1451567307257686,0.034372765,0.9029509549329956,0.2530667243869334,0.050497009999999995
A,Left,0.7415658798277526,0.9999969422391577,-0.055356649,0.999997774640679,0.6820041157766715,-0.075508357,0.9925731525623811,0.31040283721066836,-0.092418724,0.9036083384685539,0.05822966441120634,-0.0970684,0.7246082946445528,0.29369426571535046,-0.04871677,0.7191479638586424,0.0,-0.119302117,0.7077362634004547,0.3822427969436275,-0.146688686,0.7018753568099411,0.5273705661684235,-0.157636554,0.4662083671182749,0.302474849190853,-0.047922806,0.4720755113909657,0.03795952316604727,-0.130553962,0.4985062375697965,0.4729235476159639,-0.144685776,0.49986767234600693,0.5500095853158006,-0.143147022,0.23744014487195997,0.3453943081219067,-0.056313851,0.2601433719342752,0.0835577946383051,-0.140424863,0.3080637187935554,0.4921386940997555,-0.112038926,0.3107204662444669,0.5640225785672155,-0.078332202,0.0,0.4161726224636659,-0.068400682,0.03794270355338904,0.19800254830730846,-0.114750915,0.11942725268445267,0.47963059619349435,-0.08583203,0.13728142846206495,0.577942074665352,-0.057150875
A,Left,0.7439251842304936,0.9999970079359652,-0.060094621,0.9999978387274364,0.6432725567533661,-0.078994755,0.9836159481417692,0.2888066142423937,-0.093116034,0.9094386315181763,0.031230972903790417,-0.09360784700000001,0.7042528110197169,0.3059357260482446,-0.048607927,0.7115834196237616,0.0,-0.119237263,0.7134968115145705,0.3835002886115049,-0.144635987,0.6936270657494494,0.5123212837907929,-0.15382347700000001,0.4536492891642619,0.33928654640009437,-0.044943843000000004,0.478926847945694,0.08489919463988735,-0.121249657,0.5209279339894797,0.5238536979305384,-0.131962475,0.49635348472101004,0.5747372146455815,-0.129358214,0.2319830262125037,0.40980842753492885,-0.051553395,0.2652032270851093,0.14230223038686035,-0.132455703,0.3290154046841636,0.5553907918977994,-0.10181646500000001,0.3070521746693197,0.6119521480635096,-0.067362029,0.0,0.5124700192939661,-0.062093359,0.04868314213819304,0.2824537561692697,-0.106406186,0.1412137108909652,0.5513799031304909,-0.07502144200000001,0.137572880839454,0.6412104022840269,-0.044591651
A,Left,0.7539754745517362,0.9999969709965958,-0.055073036,0.9999978264140623,0.6394496464380631,-0.071725061,0.9710522063912183,0.2730727776527641,-0.0839487,0.8769704561808706,0.04007695304308688,-0.082189938,0.7138633089099509,0.31006678376995767,-0.048446727999999994,0.7025983020216179,0.0,-0.121144323,0.7023600487462293,0.397183947651067,-0.149206972,0.7011717623556069,0.5281938364687709,-0.160822248,0.454395265289924,0.3457417437166884,-0.046718156,0.4639506555476501,0.06785154515067311,-0.130917212,0.5068072016622994,0.5121365502601476,-0.144751286,0.5064535135849316,0.575299222373043,-0.14321152,0.22914770874068413,0.4070200940148135,-0.054309087,0.2540732098434247,0.13018101415214003,-0.139711058,0.3161875817357973,0.5476668056272461,-0.109499468,0.3210785717712838,0.6090242341172466,-0.074566772,0.0,0.4864363014668951,-0.065451009,0.04540588202697991,0.27034062566912587,-0.110110728,0.12872938169526682,0.5587954580336275,-0.078316247,0.13811343469428225,0.652260592190157,-0.048086541
A,Left,0.6609612142018249,0.999996113973308,-0.068347308,0.9060118204292761,0.6027090300363902,-0.110151823,0.9999980016443948,0.3027771583019449,-0.14814892,0.9748176399093772,0.06801837260570029,-0.176031555,0.5411749951670269,0.0,-0.094318758,0.8011834149985665,0.10350324451363357,-0.171104859,0.8096186378729788,0.5213513578546695,-0.207476552,0.7325885419361428,0.5859558054930478,-0.230689447,0.3147122994313178,0.01836718857922241,-0.098424788,0.6078869576276291,0.2962185711567938,-0.170326869,0.6296693714456408,0.7655714527380735,-0.183534469,0.5598488429432118,0.7682497334224548,-0.190392669,0.14312655088256904,0.18852372224216948,-0.110626187,0.41392073538878765,0.509716590052614,-0.176074173,0.4393917879219056,0.8966081056952006,-0.159908171,0.36061540296090394,0.8690655456588474,-0.146611612,0.0,0.42670372697783715,-0.130863871,0.2140139594771092,0.7244901661218897,-0.170210327,0.27696301633489645,0.9791056039100767,-0.16003346,0.2355348644839226,0.9617420477865324,-0.150593962
A,Left,0.6484833355687356,0.9999963541069273,-0.074406816,0.8912065196579692,0.6283238859736732,-0.12185008,0.9999980757489951,0.30363387620924254,-0.165902316,0.9807506511636533,0.013610151653839112,-0.19930769399999998,0.5523250703724569,0.0,-0.088291197,0.8000078074560268,0.11369066026467284,-0.176918044,0.7966338449866722,0.517198487012709,-0.223120703,0.7165983286240559,0.596776246656625,-0.250917732,0.3316058735545184,0.01029462024414212,-0.09195196500000001,0.6106280824167941,0.2931796387663726,-0.177133812,0.6174103571601904,0.7598716310216206,-0.19831390599999998,0.5415478773604483,0.7834945498638224,-0.207462444,0.15686575587171428,0.1700933771550237,-0.10556544300000001,0.4069518266570347,0.5057989424139208,-0.18222461499999998,0.4218687378257689,0.8962543516468245,-0.166831552,0.34497389543768586,0.8791434098185799,-0.15089319499999998,0.0,0.4054404927905744,-0.128000541,0.19879994009113885,0.6987312875449513,-0.173265292,0.26520647727056806,0.9557950595377986,-0.162584795,0.23358124459639046,0.9332595720552795,-0.15053298999999998
A,Left,0.6398736635523087,0.9999961283204236,-0.065357725,0.8913544125084237,0.6575155532047233,-0.106383788,0.9999979080709652,0.3762825098303786,-0.145749728,0.999699155501637,0.11172606804607726,-0.176197837,0.58172172863761,0.015967789979905066,-0.077105644,0.805141287129795,0.15386941638615687,-0.156567375,0.7854235171415428,0.5453077514273461,-0.199258487,0.7089162835270749,0.583356663106541,-0.226313124,0.35704331210203877,0.0,-0.082166734,0.6025981051541099,0.30058484391461254,-0.154848884,0.5950856114426578,0.7523230590456264,-0.17098252,0.5264602622766906,0.7412283237195079,-0.178343828,0.16959513023019712,0.13644950652094798,-0.096793833,0.3930476700755459,0.4797122770614788,-0.164823945,0.3991668909354054,0.8688785672750613,-0.150289099,0.3307688507783675,0.8362049832411058,-0.136094983,0.0,0.34488808614000765,-0.11946778300000001,0.1818264050010426,0.6715339138010885,-0.160134534,0.22645504375052017,0.94048721688135,-0.150813932,0.18910323663092918,0.9174462090230677,-0.140780891
A,Left,0.7534389694755294,0.9999956283607577,-0.050733633,0.9999970572546394,0.623680428345104,-0.06867906,0.9794330084798476,0.2494247731510495,-0.08155095200000001,0.8666089341225343,0.0,-0.082193922,0.6784022969092761,0.308293271558457,-0.044263224999999996,0.686946443296874,0.015627683503426318,-0.102220904,0.7089801785589027,0.4462132349402077,-0.123681608,0.6988481238319492,0.5482594829838883,-0.13210222500000002,0.43520191689961957,0.3646285055726991,-0.038851533,0.4651976411200381,0.12436966973131125,-0.09863335200000001,0.5219620602846519,0.5813529144534116,-0.10566997900000001,0.5050049639258706,0.5844693336632929,-0.103352408,0.22233587104805086,0.4397982609146961,-0.042298248999999996,0.2565724503481096,0.2010287157855952,-0.10149032200000001,0.3264267158573627,0.6099283223406863,-0.079614762,0.30954872637936653,0.6213441587594714,-0.056329636999999995,0.0,0.5310071409590396,-0.049909096,0.045582148645113146,0.3789080017636595,-0.079557206,0.13643335254269226,0.6341688914448796,-0.059738051,0.13933255998573804,0.6803619617619187,-0.041264928
A,Left,0.7498759853134512,0.9999958641462365,-0.057967015999999996,0.9999971339337521,0.6221419110190418,-0.078712156,0.9594309555010887,0.2620353902855893,-0.093091039,0.8658405853598677,0.0,-0.09369996700000001,0.6723252654562024,0.31370183619416814,-0.048112506,0.6685700623422145,0.009717908055719052,-0.11016590700000001,0.6987621958570625,0.4365150459092588,-0.130965737,0.6954202307729029,0.5394367470094034,-0.13791167499999998,0.42895893915286337,0.3732019448140955,-0.041029975999999996,0.4419525027017833,0.11252263893972653,-0.107096409,0.5051544567811656,0.5688414347829257,-0.11349709100000001,0.49599237096729,0.5822368695597134,-0.10816479300000001,0.21734502709762463,0.4503892181667246,-0.043969528,0.23462200690396376,0.2071547449454967,-0.108993647,0.31483076818875577,0.613834316689089,-0.084380095,0.30859612543153214,0.6185585535523124,-0.057090685999999995,0.0,0.547479580524837,-0.051616491,0.031549468097082874,0.3731647221302248,-0.08310477200000001,0.1278408477310362,0.631337208457361,-0.060022225,0.14009727623738055,0.6792951873228673,-0.038179366
A,Left,0.7588664488078678,0.9999957834672466,-0.054070614999999995,0.9999971240395281,0.6272643149832274,-0.074115147,0.9702613061735299,0.257700546245915,-0.088074026,0.8652099620107194,0.0,-0.08940571300000001,0.6763122594214129,0.3274386922251631,-0.049764052999999996,0.6799833165533024,0.02126460293868224,-0.108845067,0.6996275185414971,0.44566018468362856,-0.128700805,0.6912699055110377,0.5560247544542208,-0.135372904,0.4326961561422213,0.38779487995029477,-0.04325026,0.45837779005014034,0.13547997184469296,-0.104956252,0.5138042407043746,0.5903102508777112,-0.110652228,0.49527530167567135,0.5989852357346666,-0.106760373,0.2202087472769148,0.46842896821755564,-0.045565871,0.2506184199372509,0.22472508016703985,-0.10733145200000001,0.321802025064427,0.6293774556717809,-0.083091569,0.3043572368548296,0.6412575873028254,-0.057420326,0.0,0.5648073030617148,-0.051964616,0.04094119545192739,0.39439391815411406,-0.08330815000000001,0.1353128645953952,0.6556394046825826,-0.061047935,0.135519942377256,0.7094955752590757,-0.040294406
